ontology ID	label	action	logical type	parent class
CLO:0000015	derives from patient having disease	relate		
CLO:0000019	immortal cell line cell	import		
CLO:0000020	immortal human cell line cell	import		
CLO:0000044	immortal stem cell line cell	import		
CLO:0000052	immortal neuroblast cell line cell	import		
CLO:0000054	immortal non-terminally differentiated cell line cell	ignore		
CLO:0000055	immortal osteoblast cell line cell	import		
CLO:0000069	immortal mast cell line cell	import		
CLO:0000076	immortal muscle cell line cell	import		
CLO:0000093	immortal motile cell line cell	ignore		
CLO:0000096	immortal macrophage cell line cell	import		
CLO:0000103	immortal dendritic cell line cell	import		
CLO:0000105	immortal myeloid leukocyte cell line cell	ignore		
CLO:0000106	immortal monocyte cell line cell	import		
CLO:0000107	immortal nongranular leukocyte cell line cell	ignore		
CLO:0000119	immortal B cell line cell	import		
CLO:0000121	immortal natural killer cell line cell	import		
CLO:0000128	immortal animal cell line cell	ignore		
CLO:0000129	immortal epithelial cell line cell	import		
CLO:0000133	immortal melanocyte cell line cell	import		
CLO:0000150	immortal myeloid cell line cell	import		
CLO:0000154	immortal myeloblast cell line cell	import		
CLO:0000157	immortal glial cell line cell	import		
CLO:0000161	immortal fibroblast cell line cell	import		
CLO:0000163	immortal stuff accumulating cell line cell	ignore		
CLO:0000165	immortal nucleate cell line cell	ignore		
CLO:0000166	immortal somatic cell line cell	ignore		
CLO:0000167	has disease	relate		
CLO:0000479	immortal human fibroblast cell line cell	import		
CLO:0000499	immortal mouse fibroblast cell line cell	import		
CLO:0000534	immortal mouse mast cell line cell	import		
CLO:0000535	immortal mouse epithelial cell line cell	import		
CLO:0000563	immortal human epithelial cell line cell	import		
CLO:0000589	immortal rat fibroblast cell line cell	import		
CLO:0000652	immortal human B cell line cell	import		
CLO:0000661	immortal human muscle cell line cell	import		
CLO:0000728	immortal mouse macrophage cell line cell	import		
CLO:0000897	immortal rat epithelial cell line cell	import		
CLO:0000930	immortal human neuroblast cell line cell	import		
CLO:0000933	immortal mouse B cell line cell	import		
CLO:0000936	immortal human monocyte cell line cell	import		
CLO:0001008	697 cell	ignore		
CLO:0001566	A2058 cell	ignore		
CLO:0009791	immortal human myeloblast cell line cell	import		
CLO:0037193	immortal mouse T cell line cell	import		
CLO:0037203	MM.1S cell	ignore		
CLO:0037207	derived from organism	relate		
CLO:0037208	derived from anatomic part	relate		
CLO:0037209	derived from cell	relate		
DOID:0050523	adult T-cell leukemia/lymphoma	import		
DOID:0050546	congenital adrenal insufficiency	import		
DOID:0050744	anaplastic large cell lymphoma	import		
DOID:0050745	diffuse large B-cell lymphoma	import		
DOID:0050746	mantle cell lymphoma	import		
DOID:0050861	colorectal adenocarcinoma	import		
DOID:0050865	tongue squamous cell carcinoma	import		
DOID:0050866	oral squamous cell carcinoma	import		
DOID:0050940	endocervical adenocarcinoma	import		
DOID:0060058	lymphoma	import		
DOID:0060060	non-Hodgkin lymphoma	import		
DOID:0060061	primary cutaneous T-cell non-Hodgkin lymphoma	import		
DOID:0060119	pharynx cancer	import		
DOID:0060318	acute promyelocytic leukemia	import		
DOID:0060592	B-cell adult acute lymphocytic leukemia	import		
DOID:0070004	myeloid neoplasm	import		
DOID:0070328	adult hepatocellular carcinoma	import		
DOID:0080145	childhood T-cell acute lymphoblastic leukemia	import		
DOID:0080147	lymphoblastic lymphoma	import		
DOID:0080323	pancreatic squamous cell carcinoma	import		
DOID:0080525	differentiated high-grade thyroid carcinoma	import		
DOID:0080630	B-lymphoblastic leukemia/lymphoma	import		
DOID:0080780	acute erythroid leukemia	import		
DOID:0081312	T-cell non-Hodgkin lymphoma	import		
DOID:10286	prostate carcinoma	import		
DOID:1035	aggressive NK-cell leukemia	import		
DOID:1115	sarcoma	import		
DOID:1240	leukemia	import		
DOID:1485	cystic fibrosis	ignore		
DOID:1520	colon carcinoma	import		
DOID:1612	breast cancer	import		
DOID:162	cancer	import		
DOID:169	neuroendocrine tumor	import		
DOID:1749	squamous cell carcinoma	import		
DOID:1790	malignant mesothelioma	import		
DOID:1909	melanoma	import		
DOID:1996	rectum adenocarcinoma	import		
DOID:219	colon cancer	import		
DOID:234	colon adenocarcinoma	import		
DOID:2526	prostate adenocarcinoma	import		
DOID:2671	transitional cell carcinoma	import		
DOID:2876	laryngeal squamous cell carcinoma	import		
DOID:299	adenocarcinoma	import		
DOID:3007	breast ductal carcinoma	import		
DOID:3008	invasive ductal carcinoma	import		
DOID:3039	cecum adenocarcinoma	import		
DOID:305	carcinoma	import		
DOID:3068	glioblastoma	import		
DOID:3069	malignant astrocytoma	import		
DOID:3070	high grade glioma	import		
DOID:3078	anaplastic astrocytoma	import		
DOID:3151	skin squamous cell carcinoma	import		
DOID:3246	embryonal rhabdomyosarcoma	import		
DOID:3347	osteosarcoma	import		
DOID:3355	fibrosarcoma	import		
DOID:3369	Ewing sarcoma	import		
DOID:3458	breast adenocarcinoma	import		
DOID:3459	breast carcinoma	import		
DOID:3498	pancreatic ductal adenocarcinoma	import		
DOID:3605	ovarian cystadenocarcinoma	import		
DOID:3664	mast cell neoplasm	import		
DOID:3672	rhabdoid cancer	import		
DOID:3713	ovary adenocarcinoma	import		
DOID:3717	gastric adenocarcinoma	import		
DOID:3721	plasmacytoma	import		
DOID:3742	bladder squamous cell carcinoma	import		
DOID:3744	cervical squamous cell carcinoma	import		
DOID:3748	esophagus squamous cell carcinoma	import		
DOID:3892	insulinoma	import		
DOID:3905	lung carcinoma	import		
DOID:3907	lung squamous cell carcinoma	import		
DOID:3908	lung non-small cell carcinoma	import		
DOID:3910	lung adenocarcinoma	import		
DOID:3948	adrenocortical carcinoma	import		
DOID:3959	adrenal cortical adenocarcinoma	import		
DOID:3965	Merkel cell carcinoma	import		
DOID:4	disease	import		
DOID:4001	ovarian carcinoma	import		
DOID:4006	bladder urothelial carcinoma	import		
DOID:4007	bladder carcinoma	import		
DOID:4074	pancreatic adenocarcinoma	import		
DOID:4359	amelanotic melanoma	import		
DOID:4450	renal cell carcinoma	import		
DOID:4467	clear cell renal cell carcinoma	import		
DOID:4556	lung large cell carcinoma	import		
DOID:4905	pancreatic carcinoma	import		
DOID:4914	esophagus adenocarcinoma	import		
DOID:4926	bronchiolo-alveolar adenocarcinoma	import		
DOID:4928	intrahepatic cholangiocarcinoma	import		
DOID:4947	cholangiocarcinoma	import		
DOID:5304	ovarian clear cell adenocarcinoma	import		
DOID:5409	lung small cell carcinoma	import		
DOID:5514	breast squamous cell carcinoma	import		
DOID:5517	stomach carcinoma	import		
DOID:5583	lung giant cell carcinoma	import		
DOID:5603	T-cell acute lymphoblastic leukemia	import		
DOID:5635	gastric adenosquamous carcinoma	import		
DOID:5744	ovary serous adenocarcinoma	import		
DOID:6039	uveal melanoma	import		
DOID:6179	ovarian small cell carcinoma	import		
DOID:6263	inflammatory breast carcinoma	import		
DOID:684	hepatocellular carcinoma	import		
DOID:687	hepatoblastoma	import		
DOID:7	disease of anatomical entity	ignore		
DOID:7141	prostate small cell carcinoma	import		
DOID:7474	malignant pleural mesothelioma	import		
DOID:769	neuroblastoma	import		
DOID:8533	hypopharynx cancer	import		
DOID:8552	chronic myeloid leukemia	import		
DOID:8584	Burkitt lymphoma	import		
DOID:8719	in situ carcinoma	import		
DOID:8761	acute megakaryocytic leukemia	import		
DOID:8864	acute monocytic leukemia	import		
DOID:9119	acute myeloid leukemia	import		
DOID:9174	rectum carcinoma in situ	import		
DOID:9261	nasopharynx carcinoma	import		
DOID:9538	multiple myeloma	import		
DOID:9952	acute lymphoblastic leukemia	import		
NCBITaxon:10090	Mus musculus	import		
NCBITaxon:10116	Rattus norvegicus	import		
NCBITaxon:117571	Euteleostomi	ignore		
NCBITaxon:2759	Eukaryota	ignore		
NCBITaxon:314146	Euarchontoglires	ignore		
NCBITaxon:32524	Amniota	ignore		
NCBITaxon:32525	Theria 	ignore		
NCBITaxon:33154	Opisthokonta	ignore		
NCBITaxon:33213	Bilateria	ignore		
NCBITaxon:39107	Murinae	ignore		
NCBITaxon:40674	Mammalia	ignore		
NCBITaxon:7742	Vertebrata 	ignore		
NCBITaxon:9031	Gallus gallus	import		
NCBITaxon:9305	Sarcophilus harrisii	import		
NCBITaxon:9526	Catarrhini	ignore		
NCBITaxon:9528	Cercopithecinae	ignore		
NCBITaxon:9534	Chlorocebus aethiops	import		
NCBITaxon:9544	Macaca mulatta	import		
NCBITaxon:9606	Homo sapiens	import		
NCBITaxon:9989	Rodentia	ignore		
OBI:0000047	processed material	ignore		
OBI:0100026	organism	import		
OBI:0100060	cultured cell population	import		
OBI:0100067	bronchial alveolar lavage	import		
OBI:1110041	lymph node cell specimen	import		
OBI:1110043	cultured adherent cell population	import		
OBI:1110050	cultured CD4- T cell population	import		
OBI:1110051	cultured CD8- T cell population	import		
OBI:1110052	cultured CD4-/CD8- T cell population	import		
OBI:9991118	IEDB alternative term	import		
RO:0001000	derives from	relate		
UBERON:0000002	uterine cervix	import		
UBERON:0000007	pituitary gland	import		
UBERON:0000010	peripheral nervous system	import		
UBERON:0000014	zone of skin	ignore		
UBERON:0000025	tube	ignore		
UBERON:0000029	lymph node	import		
UBERON:0000042	serous membrane	ignore		
UBERON:0000058	duct	ignore		
UBERON:0000060	anatomical wall	ignore		
UBERON:0000061	anatomical structure	ignore		
UBERON:0000062	organ	import		
UBERON:0000064	organ part	import		
UBERON:0000072	proximo-distal subdivision of respiratory tract	ignore		
UBERON:0000077	mixed endoderm/mesoderm-derived structure	ignore		
UBERON:0000170	pair of lungs	import		
UBERON:0000174	excreta	ignore		
UBERON:0000175	pleural effusion	import		
UBERON:0000178	blood	import		
UBERON:0000310	breast	import		
UBERON:0000344	mucosa	ignore		
UBERON:0000456	secretion of exocrine gland	ignore		
UBERON:0000465	material anatomical entity	ignore		
UBERON:0000467	anatomical system	ignore		
UBERON:0000468	multicellular organism	ignore		
UBERON:0000473	testis	import		
UBERON:0000475	organism subdivision	ignore		
UBERON:0000479	tissue	import		
UBERON:0000481	multi-tissue structure	ignore		
UBERON:0000489	cavitated compound organ	ignore		
UBERON:0000916	abdomen	import		
UBERON:0000922	embryo	import		
UBERON:0000945	stomach	import		
UBERON:0000947	aorta	ignore		
UBERON:0000948	heart	import		
UBERON:0000950	gracilis	ignore		
UBERON:0000955	brain	import		
UBERON:0000970	eye	import		
UBERON:0000977	pleura	import		
UBERON:0000979	tibia	import		
UBERON:0000988	pons	import		
UBERON:0000991	gonad	import		
UBERON:0000992	ovary	import		
UBERON:0000995	uterus	import		
UBERON:0001013	adipose tissue	ignore		
UBERON:0001016	nervous system	import		
UBERON:0001017	central nervous system	import		
UBERON:0001043	esophagus	import		
UBERON:0001044	saliva-secreting gland	ignore		
UBERON:0001051	hypopharynx	import		
UBERON:0001052	rectum	import		
UBERON:0001062	anatomical entity	ignore		
UBERON:0001088	urine	import		
UBERON:0001090	synovial fluid	import		
UBERON:0001153	caecum	import		
UBERON:0001155	colon	import		
UBERON:0001255	urinary bladder	import		
UBERON:0001264	pancreas	import		
UBERON:0001268	peritoneal fluid	import		
UBERON:0001325	muscle of pelvis	import		
UBERON:0001359	cerebrospinal fluid	import		
UBERON:0001474	bone element	import		
UBERON:0001506	brachialis muscle	import		
UBERON:0001542	inguinal lymph node	import		
UBERON:0001560	neck of organ	ignore		
UBERON:0001630	muscle organ	import		
UBERON:0001723	tongue	import		
UBERON:0001728	nasopharynx	import		
UBERON:0001729	oropharynx	import		
UBERON:0001733	soft palate	import		
UBERON:0001737	larynx	import		
UBERON:0001744	lymphoid tissue	ignore		
UBERON:0001768	uvea	import		
UBERON:0001828	gingiva	import		
UBERON:0001836	saliva	import		
UBERON:0001911	mammary gland	import		
UBERON:0001961	mucosa-associated lymphoid tissue	ignore		
UBERON:0001981	blood vessel	ignore		
UBERON:0001987	placenta	import		
UBERON:0001988	feces	import		
UBERON:0002037	cerebellum	import		
UBERON:0002046	thyroid gland	import		
UBERON:0002048	lung	import		
UBERON:0002072	hypodermis	import		
UBERON:0002075	viscus	ignore		
UBERON:0002097	skin of body	import		
UBERON:0002106	spleen	import		
UBERON:0002107	liver	import		
UBERON:0002108	small intestine	import		
UBERON:0002110	gallbladder	import		
UBERON:0002113	kidney	import		
UBERON:0002115	jejunum	import		
UBERON:0002240	spinal cord	import		
UBERON:0002367	prostate gland	import		
UBERON:0002369	adrenal gland	import		
UBERON:0002370	thymus	import		
UBERON:0002371	bone marrow	import		
UBERON:0002372	tonsil	import		
UBERON:0002384	connective tissue	import		
UBERON:0002394	bile duct	import		
UBERON:0002405	immune system	import		
UBERON:0002428	limb bone	ignore		
UBERON:0002481	bone tissue	import		
UBERON:0002495	long bone	ignore		
UBERON:0002530	gland	import		
UBERON:0002616	regional part of brain	ignore		
UBERON:0003126	trachea	import		
UBERON:0003464	hindlimb bone	ignore		
UBERON:0003661	limb muscle	ignore		
UBERON:0003697	abdominal wall	import		
UBERON:0004111	anatomical conduit	ignore		
UBERON:0004119	endoderm-derived structure	ignore		
UBERON:0004120	mesoderm-derived structure	ignore		
UBERON:0004121	ectoderm-derived structure	ignore		
UBERON:0004765	skeletal element	ignore		
UBERON:0004921	subdivision of digestive tract	ignore		
UBERON:0004923	organ component layer	ignore		
UBERON:0005090	muscle structure	ignore		
UBERON:0005173	abdominal segment element	ignore		
UBERON:0005177	trunk region element	ignore		
UBERON:0005178	thoracic cavity element	ignore		
UBERON:0005181	thoracic segment organ	ignore		
UBERON:0005409	alimentary part of gastrointestinal system	ignore		
UBERON:0006314	bodily fluid	ignore		
UBERON:0006956	buccal mucosa	import		
UBERON:0007779	transudate	ignore		
UBERON:0007794	secretion of serous gland	ignore		
UBERON:0007795	ascitic fluid	import		
UBERON:0008337	inguinal part of abdomen	import		
UBERON:0009856	sac	ignore		
UBERON:0010000	multicellular anatomical structure	ignore		
UBERON:0010313	neural crest-derived structure	ignore		
UBERON:0010314	structure with developmental contribution from neural crest	ignore		
UBERON:0010363	endochondral element	ignore		
UBERON:0010740	bone of appendage girdle complex	ignore		
UBERON:0010890	pelvic complex muscle	ignore		
UBERON:0011216	organ system subdivision	ignore		
UBERON:0012168	umbilical cord blood	import		
UBERON:0013522	subdivision of tube	ignore		
UBERON:0015022	hindlimb endochondral element	ignore		
UBERON:0015061	limb endochondral element	ignore		
UBERON:0015212	lateral structure	ignore		
UBERON:0017672	abdominal viscera	ignore		
UBERON:0018707	bladder organ	ignore		
UBERON:0034944	zone of organ	ignore		
UBERON:0035820	peritoneal sac	import		
